Cust_Id,Prod_Code,BU,Purchase_Date,Invoice_no,Sold_Units,Unit_Price,Total_Sale
296,35600,JanSan,12/20/2017,67079,6,10.3,61.8
296,1698,JanSan,12/21/2017,67458,1,3.5,3.5
296,35600,JanSan,12/21/2017,67458,9,10.3,92.7
328,31597,Food Services,12/3/2017,66161,33,20,660
328,35418,Food Services,12/20/2017,67082,2,7.7,15.4
328,31597,Food Services,12/25/2017,67311,1,20,20
328,35418,Food Services,12/25/2017,67311,1,7.7,7.7
364,35417,Healthcare,12/3/2017,66163,10,13.3,133
364,456,Food Services,12/12/2017,66394,8,6.6,52.8
364,30243,Healthcare,12/12/2017,66613,4,5.73,22.92
364,1593,Food Services,12/19/2017,67008,14,3.49,48.86
364,1593,Food Services,12/26/2017,67387,28,3.49,97.72
380,1698,JanSan,12/5/2017,66229,4,3.5,14
380,460,Healthcare,12/5/2017,66229,3,13.99,41.97
380,31597,Food Services,12/26/2017,67389,5,20,100
380,456,Food Services,12/26/2017,67389,5,6.6,33
385,35417,Healthcare,12/20/2017,67083,3,13.3,39.9
390,35418,Food Services,12/6/2017,66305,4,7.7,30.8
390,35417,Healthcare,12/6/2017,66305,55,13.3,731.5
390,35417,Healthcare,12/20/2017,67084,9,13.3,119.7
403,35417,Healthcare,12/3/2017,66165,9,13.3,119.7
403,30966,Food Services,12/6/2017,66309,9,10,90
403,35419,Healthcare,12/11/2017,66540,9,18,162
403,15948,Food Services,12/14/2017,66769,5,7.25,36.25
403,35419,Healthcare,12/14/2017,66769,33,18,594
403,35417,Healthcare,12/14/2017,66769,2,13.3,26.6
403,35419,Healthcare,12/26/2017,67391,66,18,1188
441,35306,Healthcare,12/12/2017,66616,9,3.2,28.8
441,35306,Food Services,12/26/2017,67392,9,3.2,28.8
448,15949,Healthcare,12/12/2017,66397,5,5.6,28
448,31036,Healthcare,12/12/2017,66397,5,8.5,42.5
448,30966,Food Services,12/12/2017,66397,7,10,70
448,35309,Healthcare,12/12/2017,66397,65,15.79,1026.35
448,15949,Healthcare,12/14/2017,66770,15,5.6,84
448,1593,Food Services,12/14/2017,66770,4,3.49,13.96
448,35309,Healthcare,12/14/2017,66770,6,15.79,94.74
448,31478,Healthcare,12/14/2017,66770,1,9,9
448,35417,Healthcare,12/14/2017,66770,4,13.3,53.2
448,15949,Healthcare,12/21/2017,67174,5,5.6,28
448,1593,Food Services,12/21/2017,67174,6,3.49,20.94
448,30966,Food Services,12/21/2017,67173,33,10,330
448,30966,Food Services,12/21/2017,67174,6,10,60
448,35417,Healthcare,12/21/2017,67173,5,13.3,66.5
448,35417,Healthcare,12/21/2017,67174,3,13.3,39.9
448,15949,Healthcare,12/21/2017,67558,66,5.6,369.6
448,31036,Healthcare,12/21/2017,67558,4,8.5,34
448,1593,Food Services,12/21/2017,67558,10,3.49,34.9
448,35417,Healthcare,12/21/2017,67558,4,13.3,53.2
448,456,Food Services,12/21/2017,67558,1,6.6,6.6
643,15948,Food Services,12/13/2017,66689,5,7.25,36.25
643,15948,Food Services,12/13/2017,66690,4,7.25,29
643,35419,Healthcare,12/13/2017,66690,8,18,144
668,15949,Food Services,12/6/2017,66312,5,5.6,28
668,35419,Healthcare,12/6/2017,66312,5,18,90
668,15949,Food Services,12/14/2017,66774,4,5.6,22.4
668,35419,Healthcare,12/14/2017,66774,4,18,72
668,35417,Healthcare,12/21/2017,67465,45,13.3,598.5
899,30966,Food Services,12/14/2017,66777,4,10,40
899,30966,Food Services,12/21/2017,67177,14,10,140
899,30966,Food Services,12/21/2017,67560,14,10,140
900,31043,Food Services,12/14/2017,66779,1,18,18
900,1593,Food Services,12/21/2017,67179,2,3.49,6.98
1371,31,Healthcare,12/6/2017,66319,1,5.49,5.49
1371,1594,JanSan,12/12/2017,66403,1,6.39,6.39
1371,35417,Healthcare,12/12/2017,66403,46,13.3,611.8
1371,31,Healthcare,12/11/2017,66924,2,5.49,10.98
1371,1594,JanSan,12/20/2017,67094,9,6.39,57.51
1371,35306,Food Services,12/25/2017,67321,1,3.2,3.2
1384,41772,Food Services,12/12/2017,66622,4,7.15,28.6
1565,35418,Food Services,12/11/2017,66930,1,7.7,7.7
1587,30966,Food Services,12/3/2017,66172,5,10,50
1587,35419,Healthcare,12/10/2017,66492,46,18,828
1587,30966,Food Services,12/11/2017,66931,6,10,60
1587,35419,Healthcare,12/11/2017,66931,6,18,108
1587,35419,Healthcare,12/24/2017,67256,3,18,54
1587,30966,Food Services,12/31/2017,67642,46,10,460
1587,35418,Food Services,12/31/2017,67642,2,7.7,15.4
1587,35419,Healthcare,12/31/2017,67642,3,18,54
1592,35600,JanSan,12/3/2017,66174,1,10.3,10.3
1592,35417,Food Services,12/11/2017,66550,2,10.2,20.4
1592,16930,Food Services,12/24/2017,67257,2,3.48,6.96
1599,1593,Food Services,12/12/2017,66410,2,3.49,6.98
1599,31009,Healthcare,12/12/2017,66410,4,8.3,33.2
1599,35418,Food Services,12/12/2017,66410,1,7.7,7.7
1599,35420,JanSan,12/12/2017,66410,1,5.3,5.3
1599,1593,Food Services,12/14/2017,66786,3,3.49,10.47
1599,31009,Healthcare,12/14/2017,66786,3,8.3,24.9
1599,1593,Food Services,12/21/2017,67568,4,3.49,13.96
1599,31009,Healthcare,12/21/2017,67568,5,8.3,41.5
1599,35417,Food Services,12/21/2017,67568,1,10.2,10.2
1612,35418,Food Services,12/12/2017,66412,2,7.7,15.4
1612,35419,Healthcare,12/11/2017,66552,1,18,18
1612,35418,Food Services,12/11/2017,66936,1,7.7,7.7
1612,35419,Healthcare,12/11/2017,66936,1,18,18
1612,35418,JanSan,12/25/2017,67326,1,7.7,7.7
1612,35419,JanSan,12/25/2017,67326,1,18,18
1629,31009,Food Services,12/10/2017,66494,2,8.3,16.6
1629,31009,Food Services,12/11/2017,66874,2,8.3,16.6
1629,31009,Food Services,12/24/2017,67259,6,8.3,49.8
1659,15949,Food Services,12/26/2017,67400,3,5.6,16.8
1666,35419,JanSan,12/6/2017,66329,46,18,828
1791,35418,JanSan,12/3/2017,66179,1,7.7,7.7
1791,35418,JanSan,12/6/2017,66333,3,7.7,23.1
1791,35419,JanSan,12/10/2017,66496,1,18,18
1791,35418,JanSan,12/12/2017,66626,30,7.7,231
1791,35420,JanSan,12/12/2017,66626,3,5.3,15.9
1791,15949,Food Services,12/11/2017,66875,46,5.6,257.6
1791,1593,Food Services,12/11/2017,66937,1,3.49,3.49
1791,31597,Food Services,12/19/2017,67027,31,20,620
1791,1593,Food Services,12/20/2017,67102,3,3.49,10.47
1791,1594,JanSan,12/20/2017,67102,67,6.39,428.13
1791,35419,JanSan,12/24/2017,67261,46,18,828
1791,35418,JanSan,12/21/2017,67478,3,7.7,23.1
1791,35419,JanSan,12/21/2017,67478,1,18,18
1793,1593,Food Services,12/3/2017,66180,3,3.49,10.47
1793,1594,JanSan,12/3/2017,66180,3,6.39,19.17
1793,15948,JanSan,12/11/2017,66939,1,7.25,7.25
1793,1593,Food Services,12/11/2017,66939,56,3.49,195.44
1793,15949,JanSan,12/24/2017,67262,1,5.6,5.6
1793,15948,JanSan,12/24/2017,67262,2,7.25,14.5
1793,1593,Food Services,12/24/2017,67262,2,3.49,6.98
1793,31009,JanSan,12/24/2017,67262,5,8.3,41.5
1793,15948,JanSan,12/31/2017,67648,4,7.25,29
1793,1593,Food Services,12/31/2017,67648,3,3.49,10.47
1793,31009,JanSan,12/31/2017,67648,45,8.3,373.5
1827,15949,JanSan,12/12/2017,66416,46,5.6,257.6
1827,1594,JanSan,12/12/2017,66416,45,6.39,287.55
1827,1593,Food Services,12/12/2017,66416,13,3.49,45.37
1827,35309,Healthcare,12/12/2017,66416,45,15.79,710.55
1827,15949,JanSan,12/21/2017,67189,4,5.6,22.4
1827,1594,JanSan,12/21/2017,67189,5,6.39,31.95
1827,1593,Food Services,12/21/2017,67189,3,3.49,10.47
1827,35309,Healthcare,12/21/2017,67189,66,15.79,1042.14
1963,35418,JanSan,12/6/2017,66336,4,7.7,30.8
1963,35419,JanSan,12/6/2017,66336,45,18,810
1963,35418,JanSan,12/21/2017,67482,10,7.7,77
1963,35419,JanSan,12/21/2017,67482,10,18,180
1981,31,Food Services,12/12/2017,66421,45,5.49,247.05
1981,41772,Food Services,12/12/2017,66422,1,7.15,7.15
1981,41772,Food Services,12/21/2017,67193,1,7.15,7.15
1981,41772,Food Services,12/21/2017,67572,66,7.15,471.9
2012,15949,Food Services,12/3/2017,66182,30,5.6,168
2012,15949,Food Services,12/24/2017,67264,7,5.6,39.2
2021,459,Food Services,12/11/2017,66557,7,5.9,41.3
2201,35419,JanSan,12/12/2017,66426,2,18,36
2201,31,Healthcare,12/12/2017,66426,1,5.49,5.49
2201,31036,Healthcare,12/14/2017,66799,7,8.5,59.5
2201,30966,Food Services,12/14/2017,66799,1,10,10
2201,31428,Food Services,12/14/2017,66799,5,30.6,153
2201,35296,Healthcare,12/14/2017,66799,6,7.4,44.4
2201,35419,JanSan,12/14/2017,66799,10,18,180
2201,35417,Food Services,12/14/2017,66799,4,10.2,40.8
2201,456,Food Services,12/14/2017,66799,6,6.6,39.6
2201,35296,Healthcare,12/21/2017,67197,4,7.4,29.6
2201,35419,JanSan,12/21/2017,67197,1,18,18
2201,35417,Food Services,12/21/2017,67197,4,10.2,40.8
2296,15949,Food Services,12/11/2017,66562,16,5.6,89.6
2296,30966,Food Services,12/11/2017,66562,14,10,140
2296,15949,Food Services,12/25/2017,67334,4,5.6,22.4
2296,30966,Food Services,12/25/2017,67334,7,10,70
2430,35306,Food Services,12/10/2017,66500,6,3.2,19.2
2430,35306,Food Services,12/11/2017,66881,1,3.2,3.2
2501,1594,JanSan,12/13/2017,66708,16,6.39,102.24
2501,1593,Food Services,12/13/2017,66708,6,3.49,20.94
2501,1594,JanSan,12/13/2017,66708,2,6.39,12.78
2501,35417,Food Services,12/13/2017,66708,12,10.2,122.4
2501,1594,JanSan,12/21/2017,67498,16,6.39,102.24
2521,41772,Food Services,12/5/2017,66242,5,7.15,35.75
2521,41772,Food Services,12/12/2017,66637,66,7.15,471.9
2521,41772,Food Services,12/26/2017,67408,46,7.15,328.9
2658,35306,Food Services,12/10/2017,66501,46,3.2,147.2
2658,35419,JanSan,12/25/2017,67342,4,18,72
2658,35419,JanSan,12/26/2017,67410,20,18,360
2658,459,Food Services,12/26/2017,67410,4,5.9,23.6
2733,35600,Food Services,12/13/2017,66713,6,13,78
2733,35600,Food Services,12/21/2017,67502,67,13,871
2758,35419,Food Services,12/6/2017,66352,3,18,54
2758,35419,Food Services,12/14/2017,66827,3,18,54
2758,35419,Food Services,12/20/2017,67127,3,18,54
2758,35419,Food Services,12/21/2017,67504,6,18,108
2796,35418,JanSan,12/21/2017,67506,1,7.7,7.7
2797,35417,Food Services,12/21/2017,67507,2,10.2,20.4
2820,35300,Food Services,12/11/2017,66571,67,4.2,281.4
2841,35419,JanSan,12/3/2017,66192,77,18,1386
2841,35296,Healthcare,12/11/2017,66573,1,7.4,7.4
2841,35419,JanSan,12/11/2017,66573,4,18,72
2841,35296,Healthcare,12/11/2017,66958,1,7.4,7.4
2841,35419,JanSan,12/11/2017,66958,4,18,72
2841,35419,JanSan,12/25/2017,67350,4,18,72
2902,35309,Food Services,12/11/2017,66966,46,15.79,726.34
2905,31597,Food Services,12/21/2017,67510,45,20,900
2906,30966,Food Services,12/21/2017,67599,10,10,100
2907,35306,Food Services,12/6/2017,66360,6,3.2,19.2
2907,35306,Food Services,12/14/2017,66834,2,3.2,6.4
2907,35306,Food Services,12/20/2017,67131,6,3.2,19.2
2907,35418,JanSan,12/20/2017,67131,2,7.7,15.4
2907,35306,Food Services,12/21/2017,67511,4,3.2,12.8
2907,35418,JanSan,12/21/2017,67511,2,7.7,15.4
2916,38504,Food Services,12/5/2017,66256,6,6.45,38.7
2916,35418,JanSan,12/12/2017,66647,46,7.7,354.2
2916,38504,Food Services,12/26/2017,67420,46,6.45,296.7
2919,35306,Food Services,12/5/2017,66259,1,3.2,3.2
2919,35300,Food Services,12/5/2017,66259,1,4.2,4.2
2919,35418,JanSan,12/5/2017,66258,2,7.7,15.4
2919,35418,JanSan,12/25/2017,67356,3,7.7,23.1
2919,88320,Healthcare,12/25/2017,67356,1,4.3,4.3
3011,35418,Food Services,12/3/2017,66198,46,7.7,354.2
3011,35418,Food Services,12/20/2017,67137,4,7.7,30.8
3038,30966,Food Services,12/3/2017,66200,24,10,240
3038,30966,Food Services,12/11/2017,66893,90,10,900
3048,31009,Food Services,12/6/2017,66371,46,8.3,381.8
3051,456,Food Services,12/5/2017,66264,3,6.6,19.8
3051,35419,Food Services,12/12/2017,66651,4,18,72
3051,35419,Food Services,12/19/2017,67045,5,18,90
3069,35306,Food Services,12/12/2017,66451,4,3.2,12.8
3069,35417,Food Services,12/12/2017,66451,54,10.2,550.8
3069,35600,Food Services,12/12/2017,66451,3,13,39
3069,35306,Food Services,12/13/2017,66723,77,3.2,246.4
3069,30966,Food Services,12/21/2017,67218,56,10,560
3112,1593,Food Services,12/12/2017,66458,6,3.49,20.94
3112,31009,Food Services,12/12/2017,66458,6,8.3,49.8
3112,35418,Food Services,12/12/2017,66458,46,7.7,354.2
3112,35306,Food Services,12/14/2017,66848,6,3.2,19.2
3112,35418,Food Services,12/14/2017,66848,5,7.7,38.5
3112,41772,Food Services,12/14/2017,66848,3,7.15,21.45
3112,35306,Food Services,12/21/2017,67225,5,3.2,16
3112,35418,Food Services,12/21/2017,67225,31,7.7,238.7
3112,35293,Food Services,12/21/2017,67225,4,5,20
3112,41772,Food Services,12/21/2017,67225,45,7.15,321.75
3112,1593,Food Services,12/21/2017,67606,66,3.49,230.34
3112,1698,JanSan,12/21/2017,67606,1,3.5,3.5
3112,35306,Food Services,12/21/2017,67606,33,3.2,105.6
3112,35418,Food Services,12/21/2017,67606,1,7.7,7.7
3112,35417,Food Services,12/21/2017,67606,6,10.2,61.2
3112,41772,Food Services,12/21/2017,67606,45,7.15,321.75
3126,35417,Food Services,12/12/2017,66462,66,10.2,673.2
3126,35293,Food Services,12/14/2017,66855,31,5,155
1,35419,Healthcare,7/13/2017,66668,34,18,612
1,1593,Food Services,7/27/2017,67435,43,3.49,150.07
1,35419,Healthcare,7/27/2017,67435,23,18,414
10,35309,Healthcare,7/3/2017,66146,23,15.79,363.17
10,68967,Healthcare,7/3/2017,66146,45,7.4,333
10,31428,Food Services,7/3/2017,66146,53,30.6,1621.8
10,1594,JanSan,7/3/2017,66147,3,6.39,19.17
10,35296,Healthcare,7/3/2017,66147,24,7.4,177.6
10,35300,Food Services,7/3/2017,66146,5,4.2,21
10,35417,Healthcare,7/3/2017,66147,44,13.3,585.2
10,456,Food Services,7/3/2017,66146,1,6.6,6.6
10,30830,Healthcare,7/5/2017,66213,35,11.2,392
10,35309,Healthcare,7/5/2017,66213,32,15.79,505.28
10,35300,Food Services,7/5/2017,66213,1,4.2,4.2
10,35417,Healthcare,7/5/2017,66213,24,13.3,319.2
10,456,Food Services,7/5/2017,66213,56,6.6,369.6
10,30388,Food Services,7/5/2017,66214,1,8,8
10,459,Food Services,7/6/2017,66285,2,5.9,11.8
10,15949,Food Services,7/7/2017,66381,10,5.6,56
10,30966,Food Services,7/7/2017,66381,30,10,300
10,31428,Food Services,7/7/2017,66382,90,30.6,2754
10,35306,Healthcare,7/7/2017,66381,23,3.2,73.6
10,35418,Healthcare,7/7/2017,66381,15,7.7,115.5
10,35419,Healthcare,7/7/2017,66381,10,18,180
10,35600,JanSan,7/7/2017,66381,24,10.3,247.2
10,31428,Food Services,7/10/2017,66470,24,30.6,734.4
10,31428,Food Services,7/10/2017,66471,34,30.6,1040.4
10,1594,JanSan,7/10/2017,66470,8,6.39,51.12
10,35296,Healthcare,7/10/2017,66471,3,7.4,22.2
10,35300,Food Services,7/10/2017,66470,5,4.2,21
10,35417,Healthcare,7/10/2017,66471,13,13.3,172.9
10,16930,Food Services,7/10/2017,66470,24,3.48,83.52
10,30419,Food Services,7/12/2017,66605,24,7.3,175.2
10,35300,Food Services,7/12/2017,66605,9,4.2,37.8
10,456,Food Services,7/13/2017,66674,56,6.6,369.6
10,15949,Food Services,7/14/2017,66734,35,5.6,196
10,30966,Food Services,7/14/2017,66734,3,10,30
10,35306,Healthcare,7/14/2017,66734,24,3.2,76.8
10,35418,Healthcare,7/14/2017,66734,10,7.7,77
10,35419,Healthcare,7/14/2017,66734,10,18,180
10,35600,JanSan,7/14/2017,66734,5,10.3,51.5
10,31428,Food Services,7/17/2017,66857,2,30.6,61.2
10,16930,Food Services,7/17/2017,66857,1,3.48,3.48
10,35296,Healthcare,7/18/2017,66903,22,7.4,162.8
10,35300,Food Services,7/19/2017,66993,1,4.2,4.2
10,456,Food Services,7/19/2017,66993,1,6.6,6.6
10,30388,Food Services,7/19/2017,66993,1,8,8
10,35417,Healthcare,7/20/2017,67063,331,13.3,4402.3
10,456,Food Services,7/20/2017,67062,1,6.6,6.6
10,15949,Food Services,7/21/2017,67155,10,5.6,56
10,31036,Healthcare,7/21/2017,67155,5,8.5,42.5
10,30966,Food Services,7/21/2017,67155,20,10,200
10,35306,Healthcare,7/21/2017,67155,9,3.2,28.8
10,35418,Healthcare,7/21/2017,67155,8,7.7,61.6
10,35419,Healthcare,7/21/2017,67155,15,18,270
10,636,Food Services,7/24/2017,67236,1,13,13
10,30830,Healthcare,7/24/2017,67236,90,11.2,1008
10,30830,Healthcare,7/24/2017,67239,25,11.2,280
10,31428,Food Services,7/24/2017,67239,3,30.6,91.8
10,35300,Food Services,7/24/2017,67236,1,4.2,4.2
10,459,Food Services,7/24/2017,67236,1,5.9,5.9
10,30358,Healthcare,7/24/2017,67236,33,5.7,188.1
10,35296,Healthcare,7/25/2017,67301,1,7.4,7.4
10,35300,Food Services,7/26/2017,67372,1,4.2,4.2
10,456,Food Services,7/26/2017,67372,2,6.6,13.2
10,460,Healthcare,7/26/2017,67372,190,13.99,2658.1
10,31478,Healthcare,7/27/2017,67441,12,9,108
10,456,Food Services,7/27/2017,67442,1,6.6,6.6
10,15949,Food Services,7/28/2017,67530,25,5.6,140
10,31036,Healthcare,7/28/2017,67530,5,8.5,42.5
10,30966,Food Services,7/28/2017,67530,30,10,300
10,35306,Healthcare,7/28/2017,67530,10,3.2,32
10,35418,Healthcare,7/28/2017,67530,9,7.7,69.3
10,35419,Healthcare,7/28/2017,67530,4,18,72
10,35600,JanSan,7/28/2017,67530,6,10.3,61.8
33,35293,Food Services,7/14/2017,66735,3,5,15
33,30966,Food Services,7/21/2017,67157,14,10,140
33,35293,Food Services,7/21/2017,67157,12,5,60
33,35293,Food Services,7/28/2017,67532,12,5,60
97,1593,Food Services,7/11/2017,66526,20,3.49,69.8
97,1593,Food Services,7/18/2017,66914,10,3.49,34.9
97,1593,Food Services,7/31/2017,67619,12,3.49,41.88
153,38504,Food Services,7/7/2017,66386,2,6.45,12.9
153,15949,Food Services,7/17/2017,66860,4,5.6,22.4
153,15949,Food Services,7/21/2017,67160,3,5.6,16.8
153,38504,Food Services,7/24/2017,67247,1,6.45,6.45
153,68970,Food Services,7/28/2017,67539,2,5.75,11.5
153,38504,Food Services,7/28/2017,67539,1,6.45,6.45
159,31597,Food Services,7/5/2017,66223,2,20,40
172,35418,Healthcare,7/5/2017,66226,1,7.7,7.7
172,35418,Healthcare,7/11/2017,66532,1,7.7,7.7
172,35419,Healthcare,7/11/2017,66532,44,18,792
172,35418,Healthcare,7/12/2017,66612,1,7.7,7.7
172,35419,Healthcare,7/12/2017,66612,200,18,3600
172,35418,Healthcare,7/21/2017,67164,1,7.7,7.7
172,35418,Healthcare,7/28/2017,67547,22,7.7,169.4
172,35419,Healthcare,7/28/2017,67547,97,18,1746
197,31009,Healthcare,7/6/2017,66293,10,8.3,83
197,459,Food Services,7/6/2017,66293,6,5.9,35.4
197,452,JanSan,7/13/2017,66680,4,8.03,32.12
197,459,Food Services,7/13/2017,66680,3,5.9,17.7
197,456,Food Services,7/13/2017,66680,3,6.6,19.8
197,31009,Healthcare,7/20/2017,67070,5,8.3,41.5
197,1594,JanSan,7/20/2017,67070,14,6.39,89.46
197,459,Food Services,7/20/2017,67070,6,5.9,35.4
197,452,JanSan,7/27/2017,67449,8,8.03,64.24
220,30966,Food Services,7/7/2017,66390,2,10,20
220,30966,Food Services,7/14/2017,66752,5,10,50
220,30966,Food Services,7/21/2017,67167,35,10,350
220,30966,Food Services,7/28/2017,67552,35,10,350
283,35418,Healthcare,7/7/2017,66393,8,7.7,61.6
283,35418,Food Services,7/21/2017,67169,12,7.7,92.4
296,35600,JanSan,7/6/2017,66302,35,10.3,360.5
296,1698,JanSan,7/13/2017,66688,2,3.5,7
296,35600,JanSan,7/13/2017,66688,35,10.3,360.5
296,1698,JanSan,7/20/2017,67079,3,3.5,10.5
296,35306,Healthcare,7/20/2017,67079,5,3.2,16
296,35600,JanSan,7/20/2017,67079,35,10.3,360.5
296,1698,JanSan,7/27/2017,67458,1,3.5,3.5
296,35600,JanSan,7/27/2017,67458,35,10.3,360.5
328,31597,Food Services,7/3/2017,66161,1,20,20
328,35418,Food Services,7/20/2017,67082,2,7.7,15.4
328,31597,Food Services,7/25/2017,67311,1,20,20
328,35418,Food Services,7/25/2017,67311,1,7.7,7.7
364,35417,Healthcare,7/3/2017,66163,10,13.3,133
364,456,Food Services,7/7/2017,66394,5,6.6,33
364,30243,Healthcare,7/12/2017,66613,6,5.73,34.38
364,1593,Food Services,7/19/2017,67008,14,3.49,48.86
364,1593,Food Services,7/26/2017,67387,28,3.49,97.72
380,1698,JanSan,7/5/2017,66229,4,3.5,14
380,460,Healthcare,7/5/2017,66229,6,13.99,83.94
380,31597,Food Services,7/26/2017,67389,5,20,100
380,456,Food Services,7/26/2017,67389,5,6.6,33
385,35417,Healthcare,7/20/2017,67083,44,13.3,585.2
390,35418,Food Services,7/6/2017,66305,34,7.7,261.8
390,35417,Healthcare,7/6/2017,66305,2,13.3,26.6
390,35417,Healthcare,7/20/2017,67084,2,13.3,26.6
403,35417,Healthcare,7/3/2017,66165,55,13.3,731.5
403,30966,Food Services,7/6/2017,66309,3,10,30
403,35419,Healthcare,7/11/2017,66540,4,18,72
403,15948,Food Services,7/14/2017,66769,10,7.25,72.5
403,35419,Healthcare,7/14/2017,66769,90,18,1620
403,35417,Healthcare,7/14/2017,66769,5,13.3,66.5
403,35419,Healthcare,7/26/2017,67391,67,18,1206
441,35306,Healthcare,7/12/2017,66616,9,3.2,28.8
441,35306,Food Services,7/26/2017,67392,9,3.2,28.8
448,15949,Healthcare,7/7/2017,66397,90,5.6,504
448,31036,Healthcare,7/7/2017,66397,5,8.5,42.5
448,30966,Food Services,7/7/2017,66397,8,10,80
448,35309,Healthcare,7/7/2017,66397,54,15.79,852.66
448,15949,Healthcare,7/14/2017,66770,15,5.6,84
448,1593,Food Services,7/14/2017,66770,10,3.49,34.9
448,35309,Healthcare,7/14/2017,66770,6,15.79,94.74
448,31478,Healthcare,7/14/2017,66770,23,9,207
448,35417,Healthcare,7/14/2017,66770,3,13.3,39.9
448,15949,Healthcare,7/21/2017,67174,30,5.6,168
448,1593,Food Services,7/21/2017,67174,35,3.49,122.15
448,30966,Food Services,7/21/2017,67173,10,10,100
448,30966,Food Services,7/21/2017,67174,7,10,70
448,35417,Healthcare,7/21/2017,67173,5,13.3,66.5
448,35417,Healthcare,7/21/2017,67174,3,13.3,39.9
448,15949,Healthcare,7/28/2017,67558,10,5.6,56
448,31036,Healthcare,7/28/2017,67558,87,8.5,739.5
448,1593,Food Services,7/28/2017,67558,10,3.49,34.9
448,35417,Healthcare,7/28/2017,67558,30,13.3,399
448,456,Food Services,7/28/2017,67558,1,6.6,6.6
643,15948,Food Services,7/13/2017,66689,5,7.25,36.25
643,15948,Food Services,7/13/2017,66690,4,7.25,29
643,35419,Healthcare,7/13/2017,66690,8,18,144
668,15949,Food Services,7/6/2017,66312,5,5.6,28
668,35419,Healthcare,7/6/2017,66312,34,18,612
668,15949,Food Services,7/14/2017,66774,4,5.6,22.4
668,35419,Healthcare,7/14/2017,66774,33,18,594
668,35417,Healthcare,7/27/2017,67465,2,13.3,26.6
899,30966,Food Services,7/14/2017,66777,14,10,140
899,30966,Food Services,7/21/2017,67177,14,10,140
899,30966,Food Services,7/28/2017,67560,14,10,140
900,31043,Food Services,7/14/2017,66779,1,18,18
900,1593,Food Services,7/21/2017,67179,2,3.49,6.98
1371,31,Healthcare,7/6/2017,66319,33,5.49,181.17
1371,1594,JanSan,7/7/2017,66403,1,6.39,6.39
1371,35417,Healthcare,7/7/2017,66403,2,13.3,26.6
1371,31,Healthcare,7/18/2017,66924,2,5.49,10.98
1371,1594,JanSan,7/20/2017,67094,1,6.39,6.39
1371,35306,Food Services,7/25/2017,67321,1,3.2,3.2
1384,41772,Food Services,7/12/2017,66622,4,7.15,28.6
1565,35418,Food Services,7/18/2017,66930,1,7.7,7.7
1587,30966,Food Services,7/3/2017,66172,1,10,10
1587,35419,Healthcare,7/10/2017,66492,22,18,396
1587,30966,Food Services,7/18/2017,66931,2,10,20
1587,35419,Healthcare,7/18/2017,66931,2,18,36
1587,35419,Healthcare,7/24/2017,67256,3,18,54
1587,30966,Food Services,7/31/2017,67642,2,10,20
1587,35418,Food Services,7/31/2017,67642,2,7.7,15.4
1587,35419,Healthcare,7/31/2017,67642,32,18,576
1592,35600,JanSan,7/3/2017,66174,1,10.3,10.3
1592,35417,Food Services,7/11/2017,66550,2,10.2,20.4
1592,16930,Food Services,7/24/2017,67257,2,3.48,6.96
1599,1593,Food Services,7/7/2017,66410,2,3.49,6.98
1599,31009,Healthcare,7/7/2017,66410,67,8.3,556.1
1599,35418,Food Services,7/7/2017,66410,1,7.7,7.7
1599,35420,JanSan,7/7/2017,66410,1,5.3,5.3
1599,1593,Food Services,7/14/2017,66786,3,3.49,10.47
1599,31009,Healthcare,7/14/2017,66786,3,8.3,24.9
1599,1593,Food Services,7/28/2017,67568,4,3.49,13.96
1599,31009,Healthcare,7/28/2017,67568,5,8.3,41.5
1599,35417,Food Services,7/28/2017,67568,1,10.2,10.2
1612,35418,Food Services,7/7/2017,66412,2,7.7,15.4
1612,35419,Healthcare,7/11/2017,66552,98,18,1764
1612,35418,Food Services,7/18/2017,66936,1,7.7,7.7
1612,35419,Healthcare,7/18/2017,66936,10,18,180
1612,35418,JanSan,7/25/2017,67326,1,7.7,7.7
1612,35419,JanSan,7/25/2017,67326,1,18,18
1629,31009,Food Services,7/10/2017,66494,2,8.3,16.6
1629,31009,Food Services,7/17/2017,66874,2,8.3,16.6
1629,31009,Food Services,7/24/2017,67259,2,8.3,16.6
1659,15949,Food Services,7/26/2017,67400,3,5.6,16.8
1666,35419,JanSan,7/6/2017,66329,10,18,180
1791,35418,JanSan,7/3/2017,66179,1,7.7,7.7
1791,35418,JanSan,7/6/2017,66333,1,7.7,7.7
1791,35419,JanSan,7/10/2017,66496,1,18,18
1791,35418,JanSan,7/12/2017,66626,1,7.7,7.7
1791,35420,JanSan,7/12/2017,66626,1,5.3,5.3
1791,15949,Food Services,7/17/2017,66875,1,5.6,5.6
1791,1593,Food Services,7/18/2017,66937,1,3.49,3.49
1791,31597,Food Services,7/19/2017,67027,1,20,20
1791,1593,Food Services,7/20/2017,67102,1,3.49,3.49
1791,1594,JanSan,7/20/2017,67102,1,6.39,6.39
1791,35419,JanSan,7/24/2017,67261,1,18,18
1791,35418,JanSan,7/27/2017,67478,1,7.7,7.7
1791,35419,JanSan,7/27/2017,67478,1,18,18
1793,1593,Food Services,7/3/2017,66180,2,3.49,6.98
1793,1594,JanSan,7/3/2017,66180,1,6.39,6.39
1793,15948,JanSan,7/18/2017,66939,1,7.25,7.25
1793,1593,Food Services,7/18/2017,66939,2,3.49,6.98
